,Name,Gender,DOB,Occupation,Block/Village,District/city,State,PIN,NomineeName,NomineeRelation,NomineeAge,PolicyId,Insurer,Typeofcover,EffectiveDate,ExpiryDate,PremiumRate,PremiumMode,PolicyName,InsuranceCompany
8248,SRIDHAR R,Male,3/26/1973,transport-moving,shrigonda,Kakinada,Andhra Pradesh,613102,noone,machine-op-inspct,47,8248,suraj,life insurance for one person,12/27/2000,7/7/2020,7.5%,online,Sampoorna samridhi plus,ICICI Prudential Life Insurance Co. Ltd
8249,sridhara bodavu,Male,7/10/1983,armed-forces,mudkhed,Chennai,Tamil Nadu,143204,noone,machine-op-inspct,39,8249,Ankit,life insurance for one person,1/26/1996,7/7/2020,7.5%,online,aadhar shila,HDFC Life Insurance Co. Ltd
8250,SRIDHARA RAO,Male,7/12/1980,protective-serv,sunari,Vishakapatnam,Andhra Pradesh,606806,noone,machine-op-inspct,40,8250,suraj,life insurance for one person,1/27/1991,7/7/2020,5%,offline,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
8251,SRIDHAR B,Male,11/7/1970,prof-specialty,dhandhupura,Chennai,Tamil Nadu,443402,noone,adm-clerical,33,8251,suraj,life insurance for one person,9/27/2011,7/7/2020,6%,online,aadhar shila,Bajaj Allianz Life Insurance Co. Ltd.
8252,BS SRIDHAR,Male,7/23/1974,prof-specialty,Akola,Chennai,Tamil Nadu,174027,noone,machine-op-inspct,41,8252,Praveen,life insurance for one person,12/14/1991,7/7/2020,6%,online,jeevan umang,HDFC Life Insurance Co. Ltd
8253,SRIDHARA PUVVAD,Male,8/8/1984,adm-clerical,chiplun,chirala,Andhra Pradesh,768227,noone,transport-moving,39,8253,Ankit,life insurance for one person,11/10/2005,7/7/2020,6%,online,Life Uday,Max Life Insurance Co. Ltd.
8254,Sridhar Bathina,Male,8/10/1981,farming-fishing,pathardi,Hyderabad,Andhra Pradesh,416301,noone,farming-fishing,28,8254,Ajay,life insurance for one person,12/24/2006,7/7/2020,6%,offline,jeevan umang,HDFC Life Insurance Co. Ltd
8255,Sridhar Raju,Male,8/28/1970,armed-forces,bahadurpur,Pune,Maharashtra,415408,noone,tech-support,48,8255,Rahul,life insurance for one person,11/3/1990,7/7/2020,5%,offline,aadhar shila,Life Insurance Corporation of India
8256,sridhar yamani,Male,1/10/1986,protective-serv,jafrabad,Chennai,Tamil Nadu,783348,noone,priv-house-serv,35,8256,suraj,life insurance for one person,4/28/2007,7/7/2020,6%,online,jeevan anand,Life Insurance Corporation of India
8257,sai nagendra sr,Male,1/3/1985,protective-serv,azizpur,Vishakapatnam,Andhra Pradesh,835227,noone,farming-fishing,37,8257,Praveen,life insurance for one person,7/12/2006,7/7/2020,7.5%,offline,Term Insurance,ICICI Prudential Life Insurance Co. Ltd
8258,SREE HARSHA TOT,Male,12/21/1986,handlers-cleaners,Akola,NUZVID,Andhra Pradesh,272153,noone,tech-support,47,8258,Ankit,life insurance for one person,6/29/2009,7/7/2020,6%,online,sampoorna nivesh,HDFC Life Insurance Co. Ltd
8259,sriharsha uppal,Male,1/22/1985,machine-op-inspct,parner,Hyderabad,Andhra Pradesh,507101,noone,machine-op-inspct,27,8259,Rahul,life insurance for one person,5/5/1993,7/7/2020,7.5%,offline,sanchay,Max Life Insurance Co. Ltd.
8260,SRIHARSHA REDDY,Male,5/10/1985,armed-forces,shrigonda,Hyderabad,Andhra Pradesh,249199,noone,other-service,50,8260,Praveen,life insurance for one person,6/2/2012,7/7/2020,7.5%,offline,aadhar shila,Bajaj Allianz Life Insurance Co. Ltd.
8261,SRIJAN KUNDU,Male,3/21/1983,exec-managerial,kudal,Bhubaneshwar,Orissa,244231,noone,farming-fishing,42,8261,Ajay,life insurance for one person,12/11/2009,7/7/2020,5%,offline,jeevan umang,Max Life Insurance Co. Ltd.
8262,Srijith Mohanan,Male,3/23/1986,machine-op-inspct,alibag,Kochi,Kerala,412211,noone,prof-specialty,38,8262,suraj,life insurance for one person,11/6/2013,7/7/2020,7.5%,online,sampoorna nivesh,Life Insurance Corporation of India
8263,Srikanth Chaval,Male,8/8/1968,other-service,nunhai,Hyderabad,Andhra Pradesh,521190,noone,sales,40,8263,Rahul,life insurance for one person,9/19/2007,7/7/2020,5%,offline,aadhar shila,Max Life Insurance Co. Ltd.
8264,SRIKANTAPATRO,Male,7/1/1972,armed-forces,banda,UT / NA,UT / NA,262528,noone,armed-forces,37,8264,Ajay,life insurance for one person,2/22/2015,7/7/2020,5%,online,Pru Signature,Max Life Insurance Co. Ltd.
8265,SRIKANT DAS,Male,2/27/1986,protective-serv,ghatanji,Patna,Bihar,391770,noone,farming-fishing,36,8265,Ankit,life insurance for one person,8/25/2011,7/7/2020,5%,offline,Term Insurance,ICICI Prudential Life Insurance Co. Ltd
8266,Srikanta Kundu,Male,8/2/1976,priv-house-serv,kopargaon,Kolkata,West Bengal,764002,noone,priv-house-serv,23,8266,Ajay,life insurance for one person,10/9/2009,7/7/2020,5%,online,jeevan umang,ICICI Prudential Life Insurance Co. Ltd
8267,SRIKANTA SAHOO,Male,5/16/1976,sales,Amgaon,Kolkata,West Bengal,535523,noone,exec-managerial,33,8267,suraj,life insurance for one person,9/16/1997,7/7/2020,5%,offline,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
8268,SRIKANTA NAHAK,Male,4/20/1986,prof-specialty,pathardi,Surat,Gujarat,401401,noone,other-service,34,8268,suraj,life insurance for one person,10/28/1998,7/7/2020,7.5%,online,Health insurance plan,Life Insurance Corporation of India
8269,srikanth poloju,Male,7/15/1986,other-service,alibag,Hyderabad,Andhra Pradesh,509135,noone,armed-forces,33,8269,Ajay,life insurance for one person,9/19/2012,7/7/2020,5%,offline,aadhar shila,Max Life Insurance Co. Ltd.
8270,Srikanth Salapu,Male,9/18/1983,machine-op-inspct,meja,Vishakapatnam,Andhra Pradesh,574231,noone,tech-support,30,8270,Praveen,life insurance for one person,11/3/1996,7/7/2020,5%,online,aadhar shila,Life Insurance Corporation of India
8271,SRIKANTH YERRAM,Male,4/9/1978,priv-house-serv,kopargaon,Bangalore,Karnataka,736165,noone,tech-support,30,8271,Ajay,life insurance for one person,10/28/2007,7/7/2020,5%,online,Health insurance plan,Bajaj Allianz Life Insurance Co. Ltd.
8272,srikanth doddi,Male,6/6/1977,tech-support,kudal,Hyderabad,Andhra Pradesh,517425,noone,other-service,32,8272,Praveen,life insurance for one person,5/25/1990,7/7/2020,5%,online,Term Insurance,Life Insurance Corporation of India
8273,Srikanth Chakra,Male,1/26/1985,armed-forces,bhokar,Vishakapatnam,Andhra Pradesh,212650,noone,protective-serv,42,8273,suraj,life insurance for one person,11/4/2010,7/7/2020,5%,offline,Health insurance plan,Max Life Insurance Co. Ltd.
8274,srikanth reddy,Male,6/25/1983,tech-support,kehrai,Hyderabad,Andhra Pradesh,600074,noone,adm-clerical,33,8274,Ankit,life insurance for one person,2/14/1990,7/7/2020,6%,online,sanchay,HDFC Life Insurance Co. Ltd
8275,SRIKANTH MADALA,Male,9/13/1986,sales,Amravati,Chennai,Tamil Nadu,271403,noone,machine-op-inspct,53,8275,Ajay,life insurance for one person,2/8/1990,7/7/2020,7.5%,online,Health insurance plan,Bajaj Allianz Life Insurance Co. Ltd.
8276,Srikanth Rao,Male,9/6/1980,machine-op-inspct,rajeshwar,Hyderabad,Andhra Pradesh,516128,noone,protective-serv,44,8276,Ajay,life insurance for one person,12/25/2001,7/7/2020,6%,offline,term insurance with return,ICICI Prudential Life Insurance Co. Ltd
8277,chidugu srikant,Male,4/30/1985,craft-repair,chaka,Hyderabad,Andhra Pradesh,444701,noone,tech-support,29,8277,suraj,life insurance for one person,3/29/2005,7/7/2020,7.5%,offline,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
8278,SRIKANTH CHOPPA,Male,12/10/1982,other-service,mahoba,Chennai,Tamil Nadu,507122,noone,exec-managerial,28,8278,Ajay,life insurance for one person,9/7/1999,7/7/2020,7.5%,offline,aadhar shila,Life Insurance Corporation of India
8279,srikanth kyatha,Male,1/23/1982,armed-forces,shevgaon,Siddipet,Andhra Pradesh,230121,noone,sales,50,8279,Ankit,life insurance for one person,1/17/2015,7/7/2020,6%,offline,jeevan labh,Bajaj Allianz Life Insurance Co. Ltd.
8280,SRIKANTH NORI,Male,3/25/1985,priv-house-serv,kehrai,Hyderabad,Andhra Pradesh,518124,noone,craft-repair,59,8280,Ajay,life insurance for one person,5/10/2009,7/7/2020,6%,offline,jeevan umang,Max Life Insurance Co. Ltd.
8281,Srikanth Podapa,Male,8/18/1984,priv-house-serv,rahuri,Chennai,Tamil Nadu,228121,noone,farming-fishing,39,8281,Ajay,life insurance for one person,8/17/1991,7/7/2020,6%,offline,sanchay,ICICI Prudential Life Insurance Co. Ltd
8282,srikanth Raman,Male,9/12/1988,machine-op-inspct,Amgaon,Chennai,Tamil Nadu,262532,noone,farming-fishing,30,8282,suraj,life insurance for one person,2/10/1997,7/7/2020,5%,online,jeevan anand,HDFC Life Insurance Co. Ltd
8283,SRIKANTH SAMINE,Male,7/25/1986,prof-specialty,Akola,Hyderabad,Andhra Pradesh,766019,noone,craft-repair,30,8283,Rahul,life insurance for one person,11/16/2007,7/7/2020,7.5%,offline,aadhar shila,Life Insurance Corporation of India
8284,namala srikarar,Male,8/16/1972,protective-serv,handia,Hyderabad,Andhra Pradesh,274509,noone,tech-support,38,8284,Ankit,life insurance for one person,2/28/2010,7/7/2020,6%,online,Term Insurance,Life Insurance Corporation of India
8285,SRIKHAR REDDY,Male,8/13/1985,tech-support,kandhar,Hyderabad,Andhra Pradesh,841407,noone,prof-specialty,51,8285,suraj,life insurance for one person,9/21/1990,7/7/2020,7.5%,online,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
8286,srikkanth tb,Male,12/23/1987,exec-managerial,amarpura,Jamshedpur,Jharkhand,496336,noone,tech-support,37,8286,Ankit,life insurance for one person,12/20/1990,7/7/2020,7.5%,offline,Pru Signature,Life Insurance Corporation of India
8287,T KRISHNA,Male,8/30/1964,transport-moving,jintur,Prasanthinilayam,Andhra Pradesh,533464,noone,priv-house-serv,39,8287,Ajay,life insurance for one person,5/8/2005,7/7/2020,5%,online,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
8288,SRI LATHA,female,8/28/1982,craft-repair,karad,Chennai,Tamil Nadu,203395,noone,handlers-cleaners,51,8288,Ankit,life insurance for one person,12/17/1995,7/7/2020,5%,offline,term insurance with return,Life Insurance Corporation of India
8289,Sriluckshmy Vis,Female,11/8/1985,exec-managerial,dhola,Pune,Maharashtra,759017,noone,transport-moving,30,8289,Praveen,life insurance for one person,9/6/2000,7/7/2020,7.5%,online,Life Uday,Bajaj Allianz Life Insurance Co. Ltd.
8290,srikanth monang,Male,7/7/1986,transport-moving,borivali,Vishakapatnam,Andhra Pradesh,230141,noone,handlers-cleaners,27,8290,Ankit,life insurance for one person,5/18/1993,7/7/2020,6%,online,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
8291,Manish sharma,Male,8/31/1978,machine-op-inspct,howra,Siwan,Bihar,523109,noone,other-service,42,8291,suraj,life insurance for one person,8/2/1991,7/7/2020,6%,offline,sanchay,Life Insurance Corporation of India
8292,srimanta pal,Male,1/16/1982,machine-op-inspct,jamkhed,Kolkata,West Bengal,815355,noone,transport-moving,36,8292,Praveen,life insurance for one person,4/10/1992,7/7/2020,7.5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
8293,SRIMANTH REDDY,Male,6/15/1969,handlers-cleaners,chalsigaon,Kakinada,Andhra Pradesh,445306,noone,craft-repair,43,8293,Praveen,life insurance for one person,11/3/1996,7/7/2020,6%,offline,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
8294,srimathi vijaya,Female,11/22/1982,tech-support,mandi,Chennai,Tamil Nadu,363030,noone,armed-forces,36,8294,Praveen,life insurance for one person,7/30/1992,7/7/2020,7.5%,offline,jeevan umang,Max Life Insurance Co. Ltd.
8295,mohan srinivasa,Male,6/25/1984,other-service,sadarban,thirukoilur,Tamil Nadu,244001,noone,machine-op-inspct,50,8295,Praveen,life insurance for one person,4/13/2003,7/7/2020,6%,offline,term insurance with return,Max Life Insurance Co. Ltd.
8296,Srinadh Kota,Male,9/10/1977,exec-managerial,kopargaon,Hyderabad,Andhra Pradesh,431743,noone,protective-serv,43,8296,Ajay,life insurance for one person,7/11/2001,7/7/2020,7.5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
8297,SRINATH SRINATH,Male,10/18/1968,prof-specialty,deglur,Bangalore,Karnataka,222302,noone,transport-moving,39,8297,suraj,life insurance for one person,1/29/1993,7/7/2020,7.5%,offline,jeevan umang,ICICI Prudential Life Insurance Co. Ltd
8298,RAVURI SRINIVAS,Male,7/10/1968,transport-moving,hadgaon,New Delhi,Delhi,756042,noone,priv-house-serv,51,8298,Praveen,life insurance for one person,1/13/1991,7/7/2020,5%,offline,Sampoorna samridhi plus,Life Insurance Corporation of India
8299,SRINIVASAN KALI,Male,4/8/1978,other-service,kurla,Chennai,Tamil Nadu,148026,noone,prof-specialty,30,8299,Ajay,life insurance for one person,7/5/2001,7/7/2020,5%,offline,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
8300,Srinivas Appala,Male,8/16/1979,protective-serv,jamkhed,Chennai,Tamil Nadu,243641,noone,adm-clerical,39,8300,Ajay,life insurance for one person,3/1/2010,7/7/2020,5%,offline,Life Uday,ICICI Prudential Life Insurance Co. Ltd
8301,SRINIVAS GANNAV,Male,2/4/1972,exec-managerial,kehrai,Hyderabad,Andhra Pradesh,711404,noone,transport-moving,37,8301,Ajay,life insurance for one person,5/6/2014,7/7/2020,6%,online,jeevan anand,Bajaj Allianz Life Insurance Co. Ltd.
8302,SRINIVASARAO Y,Male,6/11/1974,transport-moving,pathardi,Pune,Maharashtra,638055,noone,craft-repair,51,8302,suraj,life insurance for one person,9/11/2004,7/7/2020,5%,online,Sampoorna samridhi plus,Life Insurance Corporation of India
8303,SRINIVAS RAO,Male,12/20/1983,armed-forces,mandi,Vijayawada,Andhra Pradesh,841410,noone,tech-support,46,8303,Rahul,life insurance for one person,1/7/2011,7/7/2020,6%,offline,aadhar shila,Max Life Insurance Co. Ltd.
8304,srinivas mandav,Male,2/16/1982,protective-serv,jasra,Pune,Maharashtra,412203,noone,machine-op-inspct,31,8304,Ankit,life insurance for one person,4/4/2003,7/7/2020,5%,online,jeevan umang,HDFC Life Insurance Co. Ltd
8305,srinivas babu,Male,5/15/1987,machine-op-inspct,koraon,MACHILIPATNAM,Andhra Pradesh,143506,noone,adm-clerical,50,8305,Ajay,life insurance for one person,5/10/2012,7/7/2020,7.5%,offline,sanchay,Life Insurance Corporation of India
8306,SRINIVAS PAPPU,Male,9/22/1980,protective-serv,shevgaon,Chennai,Tamil Nadu,585328,noone,armed-forces,40,8306,Praveen,life insurance for one person,12/25/1997,7/7/2020,7.5%,offline,Sampoorna samridhi plus,Bajaj Allianz Life Insurance Co. Ltd.
8307,PIPPALLA SRINIV,Male,8/11/1981,farming-fishing,dhola,Hyderabad,Tamil Nadu,623522,noone,armed-forces,38,8307,Ajay,life insurance for one person,10/8/1995,7/7/2020,7.5%,online,term insurance with return,ICICI Prudential Life Insurance Co. Ltd
8308,srinivaskrishna,Male,8/15/1982,craft-repair,chambal,Chennai,Tamil Nadu,614809,noone,exec-managerial,26,8308,Ankit,life insurance for one person,4/9/2001,7/7/2020,7.5%,online,jeevan anand,Life Insurance Corporation of India
8309,srinivas rk,Male,5/26/1984,craft-repair,karjat,Hubli,Karnataka,247773,noone,sales,35,8309,Ankit,life insurance for one person,4/4/2003,7/7/2020,6%,online,Health insurance plan,HDFC Life Insurance Co. Ltd
8310,Srinivas Uga,Male,2/6/1985,exec-managerial,manda,Hyderabad,Arunachal Pradesh,283123,noone,machine-op-inspct,27,8310,suraj,life insurance for one person,4/28/1992,7/7/2020,5%,online,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
8311,Srinivas K,Male,1/1/1970,exec-managerial,bahariya,Hyderabad,Andhra Pradesh,761207,noone,armed-forces,47,8311,suraj,life insurance for one person,5/16/2008,7/7/2020,6%,online,sanchay,HDFC Life Insurance Co. Ltd
8312,SRINIVAS NANDAN,Male,2/1/1981,protective-serv,bahariya,Chennai,Tamil Nadu,475002,noone,tech-support,43,8312,Rahul,life insurance for one person,12/21/2013,7/7/2020,7.5%,online,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
8313,SRINIVASA RAO P,Male,3/15/1979,transport-moving,Ardhapur,Chennai,Tamil Nadu,415709,noone,protective-serv,47,8313,Rahul,life insurance for one person,8/9/2002,7/7/2020,5%,online,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
8314,Samavedam Vasud,Male,10/24/1959,transport-moving,Etapalli,Vishakapatnam,Andhra Pradesh,852129,noone,sales,30,8314,Ajay,life insurance for one person,8/5/1992,7/7/2020,6%,offline,jeevan umang,Life Insurance Corporation of India
8315,SRINIVAS RAO,Male,12/20/1983,adm-clerical,khalapur,Vijayawada,Andhra Pradesh,831002,noone,handlers-cleaners,34,8315,Ajay,life insurance for one person,6/17/2005,7/7/2020,5%,offline,sampoorna nivesh,Max Life Insurance Co. Ltd.
8316,Srinivasulu G R,Male,6/2/1980,protective-serv,alikha,Chennai,Tamil Nadu,380005,noone,prof-specialty,40,8316,Praveen,life insurance for one person,7/28/2002,7/7/2020,6%,offline,Sampoorna samridhi plus,Life Insurance Corporation of India
8317,srinivas Thange,Male,1/1/1982,adm-clerical,bhokar,Hyderabad,Andhra Pradesh,123034,noone,handlers-cleaners,48,8317,Rahul,life insurance for one person,11/10/2005,7/7/2020,5%,online,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
8318,CHEKURI SRINIVA,Male,6/4/1979,other-service,ghatanji,Chennai,Tamil Nadu,431701,noone,exec-managerial,34,8318,Ankit,life insurance for one person,5/21/2000,7/7/2020,6%,offline,sampoorna nivesh,Life Insurance Corporation of India
8319,SRINIVASA RAO P,Male,5/15/1982,exec-managerial,mahoba,Hyderabad,Andhra Pradesh,841426,noone,priv-house-serv,39,8319,Ankit,life insurance for one person,3/31/2005,7/7/2020,6%,offline,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
8320,Narendra andhar,Male,3/9/1973,handlers-cleaners,parner,Tirupati,Andhra Pradesh,225124,noone,transport-moving,26,8320,Rahul,life insurance for one person,12/7/1999,7/7/2020,5%,online,sanchay,HDFC Life Insurance Co. Ltd
8321,srini rao,Male,7/15/1981,sales,kandhar,Hyderabad,Andhra Pradesh,500082,noone,prof-specialty,24,8321,Praveen,life insurance for one person,9/2/2011,7/7/2020,7.5%,online,sanchay,Life Insurance Corporation of India
8322,srinivasan moha,Male,1/7/1978,farming-fishing,jasra,Chennai,Tamil Nadu,495660,noone,exec-managerial,58,8322,Praveen,life insurance for one person,1/1/2006,7/7/2020,5%,online,Health insurance plan,ICICI Prudential Life Insurance Co. Ltd
8323,SRINIVASAN TR,Male,5/1/1977,craft-repair,bahadurpur,Chennai,Tamil Nadu,625105,noone,prof-specialty,41,8323,Praveen,life insurance for one person,3/14/1990,7/7/2020,6%,offline,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
8324,SRINIVASAN NARA,Male,9/18/1977,tech-support,kehrai,Chennai,Tamil Nadu,497101,noone,protective-serv,48,8324,suraj,life insurance for one person,6/6/1993,7/7/2020,5%,offline,Term Insurance,ICICI Prudential Life Insurance Co. Ltd
8325,SRINI VASAN,Male,10/2/1979,armed-forces,mahoba,Chennai,Tamil Nadu,785625,noone,handlers-cleaners,39,8325,Rahul,life insurance for one person,8/5/1992,7/7/2020,6%,offline,sampoorna nivesh,ICICI Prudential Life Insurance Co. Ltd
8326,SRINIVASARAO BA,Male,8/20/1978,exec-managerial,bhokar,Nellore,Andhra Pradesh,787033,noone,transport-moving,48,8326,suraj,life insurance for one person,1/21/2002,7/7/2020,6%,online,Term Insurance,Life Insurance Corporation of India
8327,Srinivasarao Ka,Male,5/10/1977,priv-house-serv,kandhar,Guntur,Andhra Pradesh,632520,noone,machine-op-inspct,34,8327,Rahul,life insurance for one person,2/5/1994,7/7/2020,5%,online,term insurance with return,Life Insurance Corporation of India
8328,SRINIVAS DEVULA,Male,6/14/1987,sales,deola,Vishakapatnam,Andhra Pradesh,761032,noone,machine-op-inspct,35,8328,Ajay,life insurance for one person,2/27/1994,7/7/2020,6%,offline,Pru Signature,HDFC Life Insurance Co. Ltd
8329,SRINIVAS GOLLAK,Male,11/15/1975,sales,meja,Hyderabad,Andhra Pradesh,516233,noone,machine-op-inspct,40,8329,Ajay,life insurance for one person,12/27/2001,7/7/2020,7.5%,offline,jeevan umang,ICICI Prudential Life Insurance Co. Ltd
8330,SRINIVAS G N,Male,10/22/1984,tech-support,lakhni,Mysore,Karnataka,643217,noone,craft-repair,34,8330,Ankit,life insurance for one person,5/10/2009,7/7/2020,5%,offline,sampoorna nivesh,Life Insurance Corporation of India
8331,ramisetti srini,Male,10/25/1977,craft-repair,rahuri,Jamshedpur,Jharkhand,393135,noone,adm-clerical,41,8331,Ajay,life insurance for one person,1/13/1991,7/7/2020,7.5%,offline,jeevan labh,Life Insurance Corporation of India
8332,srinivas m,Male,1/19/1982,craft-repair,Amravati,Bangalore,Karnataka,591344,noone,sales,49,8332,Ajay,life insurance for one person,7/16/2003,7/7/2020,6%,offline,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
8333,srt cer,Male,11/19/1984,transport-moving,jiwati,Hyderabad,Andhra Pradesh,322230,noone,armed-forces,43,8333,suraj,life insurance for one person,2/27/2010,7/7/2020,5%,offline,Term Insurance,Max Life Insurance Co. Ltd.
